"TIMET","MSDT","MACHINE","CPUBUSY","IDLE","WAITIO","MEMTOTAL","MEMUSED","MEMFREE"
1326157200,"01/09/2012  20:00:00","host0",1,98.9,0.1,32909536,20720478.8,12189057.2
1326160800,"01/09/2012  21:00:00","host0",1,98.9,0.1,32909536,20722681.3,12186854.7
1326164400,"01/09/2012  22:00:00","host0",1,98.9,0.1,32909536,20726224,12183312
1326168000,"01/09/2012  23:00:00","host0",1,98.9,0.1,32909536,20730016.8,12179519.2
1326171600,"01/10/2012   0:00:00","host0",1,98.9,0.1,32909536,20731259.1,12178276.9
1326175200,"01/10/2012   1:00:00","host0",1.1,98.7,0.1,32909536,20718016.9,12191519.1
1326178800,"01/10/2012   2:00:00","host0",1.5,98.3,0.2,32909536,20750177.6,12159358.4
1326182400,"01/10/2012   3:00:00","host0",1.1,98.8,0.1,32909536,20409458.5,12500077.5
1326186000,"01/10/2012   4:00:00","host0",1.4,98.5,0.1,32909536,20575807.2,12333728.8
1326189600,"01/10/2012   5:00:00","host0",1,98.9,0.1,32909536,20654106.1,12255429.9
1326193200,"01/10/2012   6:00:00","host0",1,98.9,0.1,32909536,20649679.1,12259856.9
1326196800,"01/10/2012   7:00:00","host0",1,98.9,0.1,32909536,20655129.3,12254406.7
1326200400,"01/10/2012   8:00:00","host0",1,98.9,0.1,32909536,20658256.8,12251279.2
1326204000,"01/10/2012   9:00:00","host0",1,98.9,0.1,32909536,20659549.5,12249986.5
1326207600,"01/10/2012  10:00:00","host0",1,98.9,0.1,32909536,20664637.2,12244898.8
1326211200,"01/10/2012  11:00:00","host0",1,98.9,0.1,32909536,20704249.1,12205286.9
1326214800,"01/10/2012  12:00:00","host0",1,98.9,0.1,32909536,20757043.7,12152492.3
1326218400,"01/10/2012  13:00:00","host0",1,98.9,0.1,32909536,20761081.5,12148454.5
1326222000,"01/10/2012  14:00:00","host0",1,98.9,0.1,32909536,20763452.3,12146083.7
1326225600,"01/10/2012  15:00:00","host0",1,98.9,0.1,32909536,20765448.4,12144087.6
1326229200,"01/10/2012  16:00:00","host0",1,98.9,0.1,32909536,20768915.6,12140620.4
1326232800,"01/10/2012  17:00:00","host0",1,98.9,0.1,32909536,20772271.6,12137264.4
1326236400,"01/10/2012  18:00:00","host0",1,98.9,0.1,32909536,20776908.4,12132627.6
1326240000,"01/10/2012  19:00:00","host0",1,98.9,0.1,32909536,20781230,12128306
1326243600,"01/10/2012  20:00:00","host0",1,98.9,0.1,32909536,20784361.5,12125174.5
1326247200,"01/10/2012  21:00:00","host0",1,98.9,0.1,32909536,20785583.3,12123952.7
1326250800,"01/10/2012  22:00:00","host0",1,98.9,0.1,32909536,20788495.2,12121040.8
1326254400,"01/10/2012  23:00:00","host0",1,98.9,0.1,32909536,20791531.2,12118004.8
1326258000,"01/11/2012   0:00:00","host0",1,98.9,0.1,32909536,20793861.7,12115674.3
1326261600,"01/11/2012   1:00:00","host0",1.1,98.8,0.1,32909536,20785187.9,12124348.1
1326265200,"01/11/2012   2:00:00","host0",1.5,98.3,0.2,32909536,20801224.5,12108311.5
1326268800,"01/11/2012   3:00:00","host0",1.1,98.8,0.1,32909536,20739035.1,12170500.9
1326272400,"01/11/2012   4:00:00","host0",1.4,98.5,0.1,32909536,20714474.1,12195061.9
1326276000,"01/11/2012   5:00:00","host0",1,98.9,0.1,32909536,20666445.5,12243090.5
1326279600,"01/11/2012   6:00:00","host0",1,98.9,0.1,32909536,20667870.4,12241665.6
1326283200,"01/11/2012   7:00:00","host0",1,98.9,0.1,32909536,20670101.5,12239434.5
1326286800,"01/11/2012   8:00:00","host0",1,98.9,0.1,32909536,20671912.7,12237623.3
1326290400,"01/11/2012   9:00:00","host0",1,98.9,0.1,32909536,20674027.6,12235508.4
1326294000,"01/11/2012  10:00:00","host0",1,98.9,0.1,32909536,20675813.6,12233722.4
1326297600,"01/11/2012  11:00:00","host0",1,98.9,0.1,32909536,20706946.9,12202589.1
1326301200,"01/11/2012  12:00:00","host0",0.9,99,0.1,32909536,20761738.3,12147797.7
1326304800,"01/11/2012  13:00:00","host0",1,99,0.1,32909536,20764067.7,12145468.3
1326308400,"01/11/2012  14:00:00","host0",0.9,99,0.1,32909536,20767772,12141764
1326312000,"01/11/2012  15:00:00","host0",0.9,99,0.1,32909536,20768486.7,12141049.3
1326315600,"01/11/2012  16:00:00","host0",0.9,99,0.1,32909536,20770546.3,12138989.7
1326319200,"01/11/2012  17:00:00","host0",0.9,99,0.1,32909536,20775042.7,12134493.3
1326322800,"01/11/2012  18:00:00","host0",0.9,99,0.1,32909536,20778919.1,12130616.9
1326326400,"01/11/2012  19:00:00","host0",1,99,0.1,32909536,20782247.5,12127288.5
1326330000,"01/11/2012  20:00:00","host0",1,99,0.1,32909536,20784212.8,12125323.2
1326333600,"01/11/2012  21:00:00","host0",0.9,99,0.1,32909536,20785971.2,12123564.8
1326337200,"01/11/2012  22:00:00","host0",0.9,99,0.1,32909536,20789214.3,12120321.7
1326340800,"01/11/2012  23:00:00","host0",1,99,0.1,32909536,20793130.8,12116405.2
1326344400,"01/12/2012   0:00:00","host0",1,98.9,0.1,32909536,20794165.5,12115370.5
1326348000,"01/12/2012   1:00:00","host0",1.1,98.7,0.1,32909536,20781916.8,12127619.2
1326351600,"01/12/2012   2:00:00","host0",1.5,98.4,0.2,32909536,20812405.1,12097130.9
1326355200,"01/12/2012   3:00:00","host0",1,98.9,0.1,32909536,20767062.7,12142473.3
1326358800,"01/12/2012   4:00:00","host0",1.4,98.5,0.1,32909536,20794884.1,12114651.9
1326362400,"01/12/2012   5:00:00","host0",0.9,99,0.1,32909536,20771408.8,12138127.2
1326366000,"01/12/2012   6:00:00","host0",1,98.9,0.1,32909536,20775283.6,12134252.4
1326369600,"01/12/2012   7:00:00","host0",1,99,0.1,32909536,20777592.8,12131943.2
1326373200,"01/12/2012   8:00:00","host0",1,99,0.1,32909536,20781203.1,12128332.9
1326376800,"01/12/2012   9:00:00","host0",1,99,0.1,32909536,20780847.5,12128688.5
1326380400,"01/12/2012  10:00:00","host0",1,98.9,0.1,32909536,20786761.7,12122774.3
1326384000,"01/12/2012  11:00:00","host0",1,98.9,0.1,32909536,20829373.7,12080162.3
1326387600,"01/12/2012  12:00:00","host0",1,98.9,0.1,32909536,20887500.9,12022035.1
1326391200,"01/12/2012  13:00:00","host0",0.9,99,0.1,32909536,20892512.3,12017023.7
1326394800,"01/12/2012  14:00:00","host0",1,99,0.1,32909536,20896650,12012886
1326398400,"01/12/2012  15:00:00","host0",1,99,0.1,32909536,20897945.1,12011590.9
1326402000,"01/12/2012  16:00:00","host0",1,99,0.1,32909536,20900838.9,12008697.1
1326405600,"01/12/2012  17:00:00","host0",1,99,0.1,32909536,20904200.7,12005335.3
1326409200,"01/12/2012  18:00:00","host0",0.9,99,0.1,32909536,20907724,12001812
1326412800,"01/12/2012  19:00:00","host0",0.9,99,0.1,32909536,20910638,11998898
1326416400,"01/12/2012  20:00:00","host0",1,99,0.1,32909536,20912402.1,11997133.9
1326420000,"01/12/2012  21:00:00","host0",1,99,0.1,32909536,20914856.8,11994679.2
1326423600,"01/12/2012  22:00:00","host0",1,99,0.1,32909536,20918818.3,11990717.7
1326427200,"01/12/2012  23:00:00","host0",0.9,99,0.1,32909536,20921753.6,11987782.4
1326430800,"01/13/2012   0:00:00","host0",1,98.9,0.1,32909536,20923817.7,11985718.3
1326434400,"01/13/2012   1:00:00","host0",1.1,98.8,0.1,32909536,20907059.7,12002476.3
1326438000,"01/13/2012   2:00:00","host0",1.5,98.4,0.2,32909536,20912654.7,11996881.3
1326441600,"01/13/2012   3:00:00","host0",1,98.9,0.1,32909536,20534194,12375342
1326445200,"01/13/2012   4:00:00","host0",1.4,98.5,0.1,32909536,20713760.7,12195775.3
1326448800,"01/13/2012   5:00:00","host0",0.9,99,0.1,32909536,20819026.5,12090509.5
1326452400,"01/13/2012   6:00:00","host0",1,98.9,0.1,32909536,20821979.9,12087556.1
1326456000,"01/13/2012   7:00:00","host0",0.9,99,0.1,32909536,20823884.1,12085651.9
1326459600,"01/13/2012   8:00:00","host0",0.9,99,0.1,32909536,20825507.3,12084028.7
1326463200,"01/13/2012   9:00:00","host0",0.9,99,0.1,32909536,20828596.5,12080939.5
1326466800,"01/13/2012  10:00:00","host0",1,98.9,0.1,32909536,20836779.6,12072756.4
1326470400,"01/13/2012  11:00:00","host0",1,98.9,0.1,32909536,20859303.9,12050232.1
1326474000,"01/13/2012  12:00:00","host0",0.9,99,0.1,32909536,20891616.3,12017919.7
1326477600,"01/13/2012  13:00:00","host0",1,99,0.1,32909536,20894087.2,12015448.8
1326481200,"01/13/2012  14:00:00","host0",1,98.9,0.1,32909536,20896387.9,12013148.1
1326484800,"01/13/2012  15:00:00","host0",0.9,99,0.1,32909536,20899377.7,12010158.3
1326488400,"01/13/2012  16:00:00","host0",0.9,99,0.1,32909536,20902882.4,12006653.6
1326492000,"01/13/2012  17:00:00","host0",1,99,0.1,32909536,20906996.7,12002539.3
1326495600,"01/13/2012  18:00:00","host0",0.9,99,0.1,32909536,20910412.1,11999123.9
1326499200,"01/13/2012  19:00:00","host0",0.9,99,0.1,32909536,20914525.3,11995010.7
1326502800,"01/13/2012  20:00:00","host0",1,99,0.1,32909536,20915991.7,11993544.3
1326506400,"01/13/2012  21:00:00","host0",0.9,99,0.1,32909536,20917561.6,11991974.4
1326510000,"01/13/2012  22:00:00","host0",0.9,99,0.1,32909536,20920849.3,11988686.7
1326513600,"01/13/2012  23:00:00","host0",1,99,0.1,32909536,20924833.5,11984702.5
1326517200,"01/14/2012   0:00:00","host0",1,98.9,0.1,32909536,20926086.1,11983449.9
1326520800,"01/14/2012   1:00:00","host0",1.1,98.8,0.1,32909536,20909691.6,11999844.4
1326524400,"01/14/2012   2:00:00","host0",1.5,98.3,0.2,32909536,20825534.9,12084001.1
1326528000,"01/14/2012   3:00:00","host0",1,98.9,0.1,32909536,20559223.9,12350312.1
1326531600,"01/14/2012   4:00:00","host0",1,98.9,0.1,32909536,20554192,12355344
1326535200,"01/14/2012   5:00:00","host0",1,98.9,0.1,32909536,20555259.9,12354276.1
1326538800,"01/14/2012   6:00:00","host0",1.4,98.5,0.1,32909536,20889502.1,12020033.9
1326542400,"01/14/2012   7:00:00","host0",1,99,0.1,32909536,21005981.1,11903554.9
1326546000,"01/14/2012   8:00:00","host0",1,99,0.1,32909536,21007323.7,11902212.3
1326549600,"01/14/2012   9:00:00","host0",0.9,99,0.1,32909536,21008783.6,11900752.4
1326553200,"01/14/2012  10:00:00","host0",1,99,0.1,32909536,21012174.5,11897361.5
1326556800,"01/14/2012  11:00:00","host0",0.9,99,0.1,32909536,21016278.9,11893257.1
1326560400,"01/14/2012  12:00:00","host0",0.9,99,0.1,32909536,21019126.3,11890409.7
1326564000,"01/14/2012  13:00:00","host0",0.9,99,0.1,32909536,20990136.9,11919399.1
1326567600,"01/14/2012  14:00:00","host0",0.9,99,0.1,32909536,20925715.7,11983820.3
1326571200,"01/14/2012  15:00:00","host0",0.9,99,0.1,32909536,20923444,11986092
1326574800,"01/14/2012  16:00:00","host0",0.9,99,0.1,32909536,20927349.6,11982186.4
1326578400,"01/14/2012  17:00:00","host0",0.9,99,0.1,32909536,20932411.7,11977124.3
1326582000,"01/14/2012  18:00:00","host0",0.9,99,0.1,32909536,20933343.9,11976192.1
1326585600,"01/14/2012  19:00:00","host0",0.9,99,0.1,32909536,20936350.7,11973185.3
1326589200,"01/14/2012  20:00:00","host0",0.9,99,0.1,32909536,20938176.3,11971359.7
1326592800,"01/14/2012  21:00:00","host0",1.1,98.8,0.1,32909536,20944864.8,11964671.2
1326596400,"01/14/2012  22:00:00","host0",0.9,99,0.1,32909536,20946434.4,11963101.6
1326600000,"01/14/2012  23:00:00","host0",0.9,99,0.1,32909536,20950709.9,11958826.1
1326603600,"01/15/2012   0:00:00","host0",1,98.9,0.1,32909536,20953634.4,11955901.6
1326607200,"01/15/2012   1:00:00","host0",1.1,98.8,0.1,32909536,20973429.5,11936106.5
1326610800,"01/15/2012   2:00:00","host0",1.4,98.4,0.2,32909536,20957085.1,11952450.9
1326614400,"01/15/2012   3:00:00","host0",1,98.9,0.1,32909536,20831751.3,12077784.7
1326618000,"01/15/2012   4:00:00","host0",0.9,99,0.1,32909536,20810792.7,12098743.3
1326621600,"01/15/2012   5:00:00","host0",0.9,99,0.1,32909536,20815203.2,12094332.8
1326625200,"01/15/2012   6:00:00","host0",1.3,98.6,0.1,32909536,21051859.6,11857676.4
1326628800,"01/15/2012   7:00:00","host0",0.9,99,0.1,32909536,21136062.5,11773473.5
1326632400,"01/15/2012   8:00:00","host0",0.9,99,0.1,32909536,21137664.7,11771871.3
1326636000,"01/15/2012   9:00:00","host0",0.9,99,0.1,32909536,21139151.7,11770384.3
1326639600,"01/15/2012  10:00:00","host0",1,98.9,0.1,32909536,20941378.8,11968157.2
1326643200,"01/15/2012  11:00:00","host0",1,98.9,0.1,32909536,20756861.3,12152674.7
1326646800,"01/15/2012  12:00:00","host0",1,98.9,0.1,32909536,20756890.5,12152645.5
1326650400,"01/15/2012  13:00:00","host0",1,98.9,0.1,32909536,20760350.4,12149185.6
1326654000,"01/15/2012  14:00:00","host0",1,98.9,0.1,32909536,20765513.9,12144022.1
1326657600,"01/15/2012  15:00:00","host0",1,98.9,0.1,32909536,20764633.2,12144902.8
1326661200,"01/15/2012  16:00:00","host0",1,98.9,0.1,32909536,20768304.7,12141231.3
1326664800,"01/15/2012  17:00:00","host0",1,98.9,0.1,32909536,20771702.3,12137833.7
1326668400,"01/15/2012  18:00:00","host0",1,98.9,0.1,32909536,20775150.4,12134385.6
1326672000,"01/15/2012  19:00:00","host0",1,98.9,0.1,32909536,20778384.5,12131151.5
1326675600,"01/15/2012  20:00:00","host0",1,98.9,0.1,32909536,20780896.5,12128639.5
1326679200,"01/15/2012  21:00:00","host0",1,99,0.1,32909536,20785084.8,12124451.2
1326682800,"01/15/2012  22:00:00","host0",1,98.9,0.1,32909536,20786022.1,12123513.9
1326686400,"01/15/2012  23:00:00","host0",1,98.9,0.1,32909536,20789181.6,12120354.4
1326690000,"01/16/2012   0:00:00","host0",1,98.9,0.1,32909536,20791581.7,12117954.3
1326693600,"01/16/2012   1:00:00","host0",1.1,98.8,0.1,32909536,20805682.3,12103853.7
1326697200,"01/16/2012   2:00:00","host0",1.5,98.4,0.2,32909536,20816144.5,12093391.5
1326700800,"01/16/2012   3:00:00","host0",1,98.9,0.1,32909536,20698137.7,12211398.3
1326704400,"01/16/2012   4:00:00","host0",1.4,98.5,0.1,32909536,20853047.2,12056488.8
1326708000,"01/16/2012   5:00:00","host0",1,98.9,0.1,32909536,21007316.8,11902219.2
1326711600,"01/16/2012   6:00:00","host0",1,98.9,0.1,32909536,21013653.2,11895882.8
1326715200,"01/16/2012   7:00:00","host0",1,99,0.1,32909536,21015335.1,11894200.9
1326718800,"01/16/2012   8:00:00","host0",1.1,98.9,0.1,32909536,21024530,11885006
1326722400,"01/16/2012   9:00:00","host0",1,99,0.1,32909536,21022277.9,11887258.1
1326726000,"01/16/2012  10:00:00","host0",1,98.9,0.1,32909536,21027648.1,11881887.9
1326729600,"01/16/2012  11:00:00","host0",1,98.9,0.1,32909536,21037152.1,11872383.9
1326733200,"01/16/2012  12:00:00","host0",1,98.9,0.1,32909536,21042010.4,11867525.6
1326736800,"01/16/2012  13:00:00","host0",1,98.9,0.1,32909536,21045352.7,11864183.3
1326740400,"01/16/2012  14:00:00","host0",1,98.9,0.1,32909536,21048728.4,11860807.6
1326744000,"01/16/2012  15:00:00","host0",1,98.9,0.1,32909536,21050639.6,11858896.4
1326747600,"01/16/2012  16:00:00","host0",1,98.9,0.1,32909536,21053764.9,11855771.1
1326751200,"01/16/2012  17:00:00","host0",1,98.9,0.1,32909536,21056618.4,11852917.6
1326754800,"01/16/2012  18:00:00","host0",1,98.9,0.1,32909536,21061549.6,11847986.4
1326758400,"01/16/2012  19:00:00","host0",1,98.9,0.1,32909536,21065421.5,11844114.5
1326762000,"01/16/2012  20:00:00","host0",1,98.9,0.1,32909536,21067592.5,11841943.5
1326765600,"01/16/2012  21:00:00","host0",1,98.9,0.1,32909536,21069329.6,11840206.4
1326769200,"01/16/2012  22:00:00","host0",1,98.9,0.1,32909536,21072580.9,11836955.1
1326772800,"01/16/2012  23:00:00","host0",1,98.9,0.1,32909536,21075887.6,11833648.4
1326776400,"01/17/2012   0:00:00","host0",1,98.9,0.1,32909536,21080280.1,11829255.9
1326780000,"01/17/2012   1:00:00","host0",1.1,98.8,0.1,32909536,21016570.9,11892965.1
1326783600,"01/17/2012   2:00:00","host0",1.5,98.3,0.2,32909536,21038944,11870592
1326787200,"01/17/2012   3:00:00","host0",1,98.9,0.1,32909536,20975672.5,11933863.5
1326790800,"01/17/2012   4:00:00","host0",1.4,98.5,0.1,32909536,21028217.3,11881318.7
1326794400,"01/17/2012   5:00:00","host0",1,98.9,0.1,32909536,21024658,11884878
1326798000,"01/17/2012   6:00:00","host0",1,98.9,0.1,32909536,20978738.5,11930797.5
1326801600,"01/17/2012   7:00:00","host0",1,98.9,0.1,32909536,20980268.5,11929267.5
1326805200,"01/17/2012   8:00:00","host0",1,98.9,0.1,32909536,20983411.6,11926124.4
1326808800,"01/17/2012   9:00:00","host0",0.9,99,0.1,32909536,20984055.1,11925480.9
1326812400,"01/17/2012  10:00:00","host0",1,98.9,0.1,32909536,20988261.2,11921274.8
1326816000,"01/17/2012  11:00:00","host0",1,98.9,0.1,32909536,21028738.8,11880797.2
1326819600,"01/17/2012  12:00:00","host0",1,98.9,0.1,32909536,21083367.5,11826168.5
1326823200,"01/17/2012  13:00:00","host0",1,98.9,0.1,32909536,21086571.9,11822964.1
1326826800,"01/17/2012  14:00:00","host0",0.9,99,0.1,32909536,21090819.7,11818716.3
1326830400,"01/17/2012  15:00:00","host0",1,99,0.1,32909536,21096141.5,11813394.5
1326834000,"01/17/2012  16:00:00","host0",1,98.9,0.1,32909536,21096377.7,11813158.3
1326837600,"01/17/2012  17:00:00","host0",1,98.9,0.1,32909536,21099503.9,11810032.1
1326841200,"01/17/2012  18:00:00","host0",1,98.9,0.1,32909536,21102981.3,11806554.7
1326844800,"01/17/2012  19:00:00","host0",1,98.9,0.1,32909536,21106255.5,11803280.5
1326848400,"01/17/2012  20:00:00","host0",1,98.9,0.1,32909536,21108296,11801240
1326852000,"01/17/2012  21:00:00","host0",1,98.9,0.1,32909536,21108947.7,11800588.3
1326855600,"01/17/2012  22:00:00","host0",1,98.9,0.1,32909536,21111316.9,11798219.1
1326859200,"01/17/2012  23:00:00","host0",1,98.9,0.1,32909536,21114651.2,11794884.8
1326862800,"01/18/2012   0:00:00","host0",1,98.9,0.1,32909536,21115772.1,11793763.9
1326866400,"01/18/2012   1:00:00","host0",1.1,98.7,0.1,32909536,21096828.3,11812707.7
1326870000,"01/18/2012   2:00:00","host0",1.5,98.3,0.2,32909536,21020774,11888762
1326873600,"01/18/2012   3:00:00","host0",1.1,98.8,0.1,32909536,20758952.9,12150583.1
1326877200,"01/18/2012   4:00:00","host0",1.4,98.5,0.1,32909536,20928961.7,11980574.3
1326880800,"01/18/2012   5:00:00","host0",1,98.9,0.1,32909536,21058730,11850806
1326884400,"01/18/2012   6:00:00","host0",1,98.9,0.1,32909536,21063859.5,11845676.5
1326888000,"01/18/2012   7:00:00","host0",1,98.9,0.1,32909536,20979029.5,11930506.5
1326891600,"01/18/2012   8:00:00","host0",1,98.9,0.1,32909536,20965477.6,11944058.4
1326895200,"01/18/2012   9:00:00","host0",1,98.9,0.1,32909536,20967477.5,11942058.5
1326898800,"01/18/2012  10:00:00","host0",1,98.9,0.1,32909536,20975226.9,11934309.1
1326902400,"01/18/2012  11:00:00","host0",1,98.9,0.1,32909536,20980408.3,11929127.7
1326906000,"01/18/2012  12:00:00","host0",1.1,98.8,0.1,32909536,21089776,11819760
1326909600,"01/18/2012  13:00:00","host0",1,99,0.1,32909536,21197684.4,11711851.6
1326913200,"01/18/2012  14:00:00","host0",1,98.9,0.1,32909536,21198574.4,11710961.6
1326916800,"01/18/2012  15:00:00","host0",1,98.9,0.1,32909536,21199497.3,11710038.7
1326920400,"01/18/2012  16:00:00","host0",1,98.9,0.1,32909536,21203176,11706360
1326924000,"01/18/2012  17:00:00","host0",1,98.9,0.1,32909536,21206481.2,11703054.8
1326927600,"01/18/2012  18:00:00","host0",1,98.9,0.1,32909536,21209946.3,11699589.7
1326931200,"01/18/2012  19:00:00","host0",1,99,0.1,32909536,21213357.6,11696178.4
1326934800,"01/18/2012  20:00:00","host0",1,99,0.1,32909536,21215651.7,11693884.3
1326938400,"01/18/2012  21:00:00","host0",1,98.9,0.1,32909536,21219011.1,11690524.9
1326942000,"01/18/2012  22:00:00","host0",0.9,99,0.1,32909536,21223831.3,11685704.7
1326945600,"01/18/2012  23:00:00","host0",1,98.9,0.1,32909536,21226402.4,11683133.6
1326949200,"01/19/2012   0:00:00","host0",1,98.9,0.1,32909536,21234323.9,11675212.1
1326952800,"01/19/2012   1:00:00","host0",1.1,98.7,0.1,32909536,21259209.2,11650326.8
1326956400,"01/19/2012   2:00:00","host0",1.5,98.4,0.2,32909536,21243380.3,11666155.7
1326960000,"01/19/2012   3:00:00","host0",1,98.9,0.1,32909536,21086779.1,11822756.9
1326963600,"01/19/2012   4:00:00","host0",1.4,98.5,0.1,32909536,21123330,11786206
1326967200,"01/19/2012   5:00:00","host0",0.9,99,0.1,32909536,21179976.8,11729559.2
1326970800,"01/19/2012   6:00:00","host0",1,98.9,0.1,32909536,21186526.7,11723009.3
1326974400,"01/19/2012   7:00:00","host0",0.9,99,0.1,32909536,21137457.9,11772078.1
1326978000,"01/19/2012   8:00:00","host0",0.9,99,0.1,32909536,21087968.9,11821567.1
1326981600,"01/19/2012   9:00:00","host0",1,99,0.1,32909536,21089956.8,11819579.2
1326985200,"01/19/2012  10:00:00","host0",1,98.9,0.1,32909536,21098140.3,11811395.7
1326988800,"01/19/2012  11:00:00","host0",1,98.9,0.1,32909536,21122568.4,11786967.6
1326992400,"01/19/2012  12:00:00","host0",1,98.9,0.1,32909536,21150857.3,11758678.7
1326996000,"01/19/2012  13:00:00","host0",0.9,99,0.1,32909536,21153452.3,11756083.7
1326999600,"01/19/2012  14:00:00","host0",0.9,99,0.1,32909536,21155604.8,11753931.2
1327003200,"01/19/2012  15:00:00","host0",1,99,0.1,32909536,21157604.5,11751931.5
1327006800,"01/19/2012  16:00:00","host0",0.9,99,0.1,32909536,21161911.2,11747624.8
1327010400,"01/19/2012  17:00:00","host0",1,98.9,0.1,32909536,21166064.7,11743471.3
1327014000,"01/19/2012  18:00:00","host0",1,98.9,0.1,32909536,21169745.7,11739790.3
1327017600,"01/19/2012  19:00:00","host0",1,98.9,0.1,32909536,21172750.1,11736785.9
1327021200,"01/19/2012  20:00:00","host0",1,98.9,0.1,32909536,21174151.7,11735384.3
1327024800,"01/19/2012  21:00:00","host0",1,98.9,0.1,32909536,21177451.1,11732084.9
1327028400,"01/19/2012  22:00:00","host0",0.9,99,0.1,32909536,21181281.7,11728254.3
1327032000,"01/19/2012  23:00:00","host0",1,98.9,0.1,32909536,21184648.1,11724887.9
1327035600,"01/20/2012   0:00:00","host0",1,98.9,0.1,32909536,21186324.1,11723211.9
1327039200,"01/20/2012   1:00:00","host0",1.1,98.8,0.1,32909536,21177120.1,11732415.9
1327042800,"01/20/2012   2:00:00","host0",1.5,98.3,0.2,32909536,21090516.3,11819019.7
1327046400,"01/20/2012   3:00:00","host0",1,98.9,0.1,32909536,20820709.5,12088826.5
1327050000,"01/20/2012   4:00:00","host0",1.3,98.5,0.1,32909536,21054828.5,11854707.5
1327053600,"01/20/2012   5:00:00","host0",1,98.9,0.1,32909536,21228200.7,11681335.3
1327057200,"01/20/2012   6:00:00","host0",1,99,0.1,32909536,21235932.1,11673603.9
1327060800,"01/20/2012   7:00:00","host0",0.9,99,0.1,32909536,21236186.1,11673349.9
1327064400,"01/20/2012   8:00:00","host0",0.9,99,0.1,32909536,21237702.8,11671833.2
1327068000,"01/20/2012   9:00:00","host0",0.9,99,0.1,32909536,21239661.7,11669874.3
1327071600,"01/20/2012  10:00:00","host0",1,98.9,0.1,32909536,21178841.5,11730694.5
1327075200,"01/20/2012  11:00:00","host0",1,98.9,0.1,32909536,21169457.1,11740078.9
1327078800,"01/20/2012  12:00:00","host0",1,98.9,0.1,32909536,21202916.1,11706619.9
1327082400,"01/20/2012  13:00:00","host0",1,98.9,0.1,32909536,21206084.8,11703451.2
1327086000,"01/20/2012  14:00:00","host0",1,98.9,0.1,32909536,21208080.8,11701455.2
1327089600,"01/20/2012  15:00:00","host0",1,98.9,0.1,32909536,21211283.1,11698252.9
1327093200,"01/20/2012  16:00:00","host0",1,98.9,0.1,32909536,21214869.2,11694666.8
1327096800,"01/20/2012  17:00:00","host0",1,98.9,0.1,32909536,21223851.5,11685684.5
1327100400,"01/20/2012  18:00:00","host0",1,98.9,0.1,32909536,21287051.1,11622484.9
1327104000,"01/20/2012  19:00:00","host0",0.9,99,0.1,32909536,21324455.1,11585080.9
1327107600,"01/20/2012  20:00:00","host0",1,99,0.1,32909536,21333148.3,11576387.7
1327111200,"01/20/2012  21:00:00","host0",1,98.9,0.1,32909536,21352136.3,11557399.7
1327114800,"01/20/2012  22:00:00","host0",1,98.9,0.1,32909536,21376629.7,11532906.3
1327118400,"01/20/2012  23:00:00","host0",1,99,0.1,32909536,21400267.7,11509268.3
1327122000,"01/21/2012   0:00:00","host0",1,98.9,0.1,32909536,21411240.8,11498295.2
1327125600,"01/21/2012   1:00:00","host0",1.1,98.8,0.1,32909536,21338504.9,11571031.1
1327129200,"01/21/2012   2:00:00","host0",1.5,98.4,0.2,32909536,21237735.2,11671800.8
1327132800,"01/21/2012   3:00:00","host0",1,98.9,0.1,32909536,20972083.7,11937452.3
1327136400,"01/21/2012   4:00:00","host0",1,98.9,0.1,32909536,20963575.2,11945960.8
1327140000,"01/21/2012   5:00:00","host0",1,98.9,0.1,32909536,20987841.5,11921694.5
1327143600,"01/21/2012   6:00:00","host0",1.4,98.5,0.1,32909536,21197883.7,11711652.3
1327147200,"01/21/2012   7:00:00","host0",1,98.9,0.1,32909536,21250251.3,11659284.7
1327150800,"01/21/2012   8:00:00","host0",0.9,99,0.1,32909536,21255733.3,11653802.7
1327154400,"01/21/2012   9:00:00","host0",1,99,0.1,32909536,21254223.3,11655312.7
1327158000,"01/21/2012  10:00:00","host0",1,98.9,0.1,32909536,21255874.5,11653661.5
1327161600,"01/21/2012  11:00:00","host0",1,99,0.1,32909536,21278437.3,11631098.7
1327165200,"01/21/2012  12:00:00","host0",1,98.9,0.1,32909536,21303667.7,11605868.3
1327168800,"01/21/2012  13:00:00","host0",1,98.9,0.1,32909536,21328664.5,11580871.5
1327172400,"01/21/2012  14:00:00","host0",1,98.9,0.1,32909536,21338773.7,11570762.3
1327176000,"01/21/2012  15:00:00","host0",1,98.9,0.1,32909536,21353898.9,11555637.1
1327179600,"01/21/2012  16:00:00","host0",1,98.9,0.1,32909536,21379663.5,11529872.5
1327183200,"01/21/2012  17:00:00","host0",1,98.9,0.1,32909536,21393601.6,11515934.4
1327186800,"01/21/2012  18:00:00","host0",0.9,99,0.1,32909536,21397711.2,11511824.8
1327190400,"01/21/2012  19:00:00","host0",1,99,0.1,32909536,21401666,11507870
1327194000,"01/21/2012  20:00:00","host0",1,98.9,0.1,32909536,21403002.9,11506533.1
1327197600,"01/21/2012  21:00:00","host0",1.2,98.7,0.1,32909536,21410439.6,11499096.4
1327201200,"01/21/2012  22:00:00","host0",1,99,0.1,32909536,21411788.9,11497747.1
